,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20
63.0807,4,,,,,,4,4,3,4,1,,,,,,,,,,,,,,,,,5,,1,1,7,,,3,,6,9,,,,,,,,,,,,,,,,,,,,,4,,1,,,,2,,3,,,,,,,,,1,6,,,,,2,,,,,,,,,,,,,,,,,,,2,,,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,3,4,1,,,2,,2,1,,,,,,,,,,,,,,,1,2,2,1,4,,,7,,,,,,,,,,,,,,,,,1,1,2,2,,1,1,,,,,1,2,1,3,2,,,,,,,,,,1,1,,,,,,1,1,2,,,,,,,,,,,,,,,,,2,,,6,,1,,,,,,1,1,2,,4,1,1,,,,,,,1,4,,3,1,5,,1,,,,,1,,,,6,,,,1,2,,,,,3,2,,,,2,1,,1,,,,,,,,,,,,,,,,3,3,5,4,,,,,,1,6,,4,8,5,8,,,,,,,,,,,,,,1,8,10,3,,2,2,,6,,,,,,,,,,,,,2,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,1,2,,4,2,1,,,,4,2,1,,,1,,,,,,,,1,,,1,1,2,,,1,,2,,4,,,,,,,,,,,,,,,2,,5,1,,,,,,,8,,5,2,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,2,4,1,2,1,1,,,,,,,1,,,,,,,,1,,
63.39144,4,,,,,,3,4,1,4,1,,,,,,,,,,,,,,,,,5,,1,1,5,,,3,,6,9,,,,,,,,,,,,,,,,,,,,,5,,1,,,,2,,3,,,,,,,,,1,5,,,,,2,,,,,,,,,,,,,,,,,,,2,,,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,3,4,1,,,2,,2,1,,,,,,,,,,,,,,,1,2,2,1,4,,,9,,,,,,,,,,,,,,,,,1,1,2,2,,1,1,,,,,1,2,1,3,2,,,,,,,,,,,1,,,,,,2,1,2,,,,,,,,,,,,,,,,,2,,,0,,1,,,,,,1,1,2,,3,1,1,,,,,,,1,4,,3,1,5,,1,,,,,1,,,,6,,,,1,2,,,,,3,2,,,,2,1,,1,,,,,,,,,,,,,,,,3,1,3,4,,,,,,1,10,,4,14,5,4,,,,,,,,,,,,,,1,6,7,3,,2,2,,6,,,,,,,,,,,,,2,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,1,3,,6,2,1,,,,4,2,1,,,1,,,,,,,,1,,,1,1,1,,,1,,2,,3,,,,,,,,,,,,,,,2,,4,,,,,,,,8,,5,3,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,2,3,1,2,1,1,,,,,,,1,,,,,,,,1,,
63.70218,4,,,,,,3,4,1,4,1,,,,,,,,,,,,,,,,,5,,1,1,5,,,3,,6,9,,,,,,,,,,,,,,,,,,,,,4,,1,,,,2,,3,,,,,,,,,1,5,,,,,2,,,,,,,,,,,,,,,,,,,2,,,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,3,4,1,,,2,,2,1,,,,,,,,,,,,,,,1,2,2,1,4,,,5,,,,,,,,,,,,,,,,,1,1,2,2,,,1,,,,,1,2,1,3,2,,,,,,,,,,,1,,,,,,2,1,2,,,,,,,,,,,,,,,,,2,,,1,,1,,,,,,1,1,2,,3,1,1,,,,,,,1,5,,3,1,5,,1,,,,,1,,,,6,,,,1,1,,,,,3,2,,,,2,1,,1,,,,,,,,,,,,,,,,4,2,3,4,,,,,,1,9,,4,9,6,5,,,,,,,,,,,,,,2,6,11,3,,2,2,,6,,,,,,,,,,,,,2,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,1,3,,5,2,1,,,,2,2,1,,,1,,,,,,,,1,,,1,,1,,,1,,2,,5,,,,,,,,,,,,,,,2,,4,,,,,,,,7,,5,4,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,2,2,,2,1,1,,,,,,,1,,,,,,,,1,,
64.01293,4,,,,,,3,4,1,4,1,,,,,,,,,,,,,,,,,6,,1,1,6,,,4,,6,8,,,,,,,,,,,,,,,,,,,,,4,,1,,,,2,,3,,,,,,,,,1,4,,,,,2,,,,,,,,,,,,,,,,,,,2,,,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,8,4,1,,,2,,2,1,,,,,,,,,,,,,,,1,2,2,1,4,,,5,,,,,,,,,,,,,,,,,1,1,2,2,,,1,,,,,1,2,1,3,2,,,,,,,,,,,1,,,,,,2,1,2,,,,,,,,,,,,,,,,,2,,,1,,1,,,,,,1,1,2,,3,1,1,,,,,,,1,4,,3,1,5,,1,,,,,1,,,,5,,,,1,1,,,,,3,2,,,,2,1,,1,,,,,,,,,,,,,,,,4,2,3,4,,,,,,1,9,,4,7,8,5,,,,,,,,,,,,,,2,7,15,3,,2,2,,6,,,,,,,,,,,,,2,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,1,1,,5,2,1,,,,3,2,1,,,1,,,,,,,,1,,,1,,1,,,1,,2,,3,,,,,,,,,,,,,,,2,,4,,,,,,,,7,,6,4,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,4,2,,2,1,1,,,,,,,1,,,,,,,,3,,
64.32367,4,,,,,,3,4,1,4,1,,,,,,,,,,,,,,,,,6,,1,1,6,,,3,,4,8,,,,,,,,,,,,,,,,,,,,,5,,1,,,,2,,3,,,,,,,,,1,4,,,,,4,,,,,,,,,,,,,,,,,,,2,,,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,6,4,1,,,2,,1,1,,,,,,,,,,,,,,,1,2,2,1,4,,,5,,,,,,,,,,,,,,,,,1,1,2,2,,,1,,,,,1,2,1,3,2,,,,,,,,,,,1,,,,,,2,1,2,,,,,,,,,,,,,,,,,2,,,1,,1,,,,,,1,1,2,,3,1,1,,,,,,,1,4,,3,1,5,,1,,,,,1,,,,7,,,,1,3,,,,,3,2,,,,2,1,,1,,,,,,,,,,,,,,,,4,1,3,3,,,,,,1,7,,4,6,8,5,,,,,,,,,,,,,,2,5,7,4,,2,2,,7,,,,,,,,,,,,,2,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,1,1,,5,2,1,,,,3,2,1,,,1,,,,,,,,1,,,1,,1,,,1,,2,,3,,,,,,,,,,,,,,,2,,4,,,,,,,,8,,7,4,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,4,2,,2,1,1,,,,,,,1,,,,,,,,4,,
64.63441,4,,,,,,4,6,1,4,1,,,,,,,,,,,,,,,,,6,,1,1,7,,,3,,4,8,,,,,,,,,,,,,,,,,,,,,5,,1,,,,2,,3,,,,,,,,,1,4,,,,,4,,,,,,,,,,,,,,,,,,,2,,,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,6,5,1,,,2,,1,1,,,,,,,,,,,,,,,1,2,2,1,4,,,4,,,,,,,,,,,,,,,,,1,1,2,2,,,1,,,,,1,2,4,3,2,,,,,,,,,,,1,,,,,,2,1,2,,,,,,,,,,,,,,,,,2,,,1,,1,,,,,,1,1,2,,3,1,1,,,,,,,1,8,,3,1,7,,1,,,,,1,,,,7,,,,1,5,,,,,2,2,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,3,3,,,,,,1,8,,4,5,8,5,,,,,,,,,,,,,,2,6,11,6,,2,2,,7,,,,,,,,,,,,,2,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,1,1,,5,2,,,,,3,2,1,,,1,,,,,,,,1,,,1,,1,,,1,,2,,3,,,,,,,,,,,,,,,2,,4,,,,,,,,9,,7,2,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,4,2,,2,1,1,,,,,,,1,,,,,,,,1,,
64.94515,4,,,,,,4,4,1,3,2,,,,,,,,,,,,,,,,,6,,1,1,7,,,3,,4,8,,,,,,,,,,,,,,,,,,,,,5,,1,,,,2,,3,,,,,,,,,1,4,,,,,4,,,,,,,,,,,,,,,,,,,2,,,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,6,5,1,,,2,,1,1,,,,,,,,,,,,,,,1,2,3,1,5,,,4,,,,,,,,,,,,,,,,,1,1,2,2,,,1,,,,,1,2,2,3,2,,,,,,,,,,,1,,,,,,1,2,2,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,1,2,2,,3,1,1,,,,,,,1,6,,3,1,5,,1,,,,,1,,,,7,,,,1,2,,,,,2,2,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,3,3,,,,,,1,9,,4,5,13,5,,,,,,,,,,,,,,2,5,8,6,,2,2,,7,,,,,,,,,,,,,2,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,,1,,5,2,,,,,3,2,1,,,1,,,,,,,,1,,,1,,1,,,1,,2,,3,,,,,,,,,,,,,,,3,,3,,,,,,,,7,,7,2,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,4,2,,2,1,1,,,,,,,1,,,,,,,,1,,
65.2559,4,,,,,,4,6,1,4,1,,,,,,,,,,,,,,,,,6,,1,1,7,,,3,,4,8,,,,,,,,,,,,,,,,,,,,,5,,1,,,,2,,3,,,,,,,,,1,4,,,,,4,,,,,,,,,,,,,,,,,,,2,,,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,4,5,1,,,2,,1,1,,,,,,,,,,,,,,,1,2,2,1,4,,,2,,,,,,,,,,,,,,,,,1,1,2,2,,,1,,,,,1,2,1,3,2,,,,,,,,,,,1,,,,,,1,2,2,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,1,8,2,,3,1,1,,,,,,,1,6,,4,1,5,,1,,,,,1,,,,13,,,,1,2,,,,,2,2,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,4,3,,,,,,1,9,,3,6,8,5,,,,,,,,,,,,,,2,7,7,7,,2,2,,6,,,,,,,,,,,,,2,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,,2,,5,2,,,,,2,2,2,,,1,,,,,,,,1,,,1,,1,,,1,,2,,5,,,,,,,,,,,,,,,3,,2,,,,,,,,5,,8,2,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,3,2,,2,1,1,,,,,,,1,,,,,,,,1,,
65.56664,4,,,,,,3,5,1,4,1,,,,,,,,,,,,,,,,,6,,1,1,7,,,3,,4,8,,,,,,,,,,,,,,,,,,,,,4,,1,,,,2,,3,,,,,,,,,1,4,,,,,2,,,,,,,,,,,,,,,,,,,2,,,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,4,5,1,,,2,,1,1,,,,,,,,,,,,,,,1,2,3,1,5,,,7,,,,,,,,,,,,,,,,,1,1,2,2,,,1,,,,,1,2,1,3,2,,,,,,,,,,,1,,,,,,1,2,2,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,1,3,2,,3,1,1,,,,,,,1,6,,3,1,5,,1,,,,,1,,,,7,,,,1,1,,,,,2,2,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,3,3,,,,,,1,7,,3,6,9,5,,,,,,,,,,,,,,2,5,6,7,,2,2,,6,,,,,,,,,,,,,2,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,,2,,6,2,,,,,2,2,2,,,1,,,,,,,,1,,,1,,1,,,1,,2,,3,,,,,,,,,,,,,,,3,,2,,,,,,,,7,,10,2,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,2,2,,1,,1,,,,,,,1,,,,,,,,1,,
65.87738,4,,,,,,3,5,1,4,1,,,,,,,,,,,,,,,,,5,,1,,7,,,5,,4,8,,,,,,,,,,,,,,,,,,,,,3,,1,,,,2,,3,,,,,,,,,1,4,,,,,3,,,,,,,,,,,,,,,,,,,2,,,5,3,1,2,1,,,,,,,,,,,,,,,,,,,,,5,5,1,,,3,,1,1,,,,,,,,,,,,,,,1,2,3,1,4,,,7,,,,,,,,,,,,,,,,,1,1,2,2,,,1,,,,,1,,1,3,2,,,,,,,,,,,1,,,,,,1,2,2,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,1,3,2,,3,1,1,,,,,,,1,4,,3,1,5,,1,,,,,1,,,,6,,,,1,1,,,,,2,2,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,3,3,,,,,,1,8,,2,7,7,4,,,,,,,,,,,,,,2,6,6,5,,2,2,,7,,,,,,,,,,,,,1,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,,2,,3,2,,,,,2,2,2,,,1,,,,,,,,1,,,1,,1,,,1,,2,,3,,,,,,,,,,,,,,,3,,2,,,,,,,,5,,10,2,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,4,2,,1,,1,,,,,,,1,,,,,,,,1,,
66.18812,4,,,,,,3,5,1,4,1,,,,,,,,,,,,,,,,,4,,1,,7,,,3,,4,8,,,,,,,,,,,,,,,,,,,,,3,,1,,,,2,,3,,,,,,,,,1,4,,,,,3,,,,,,,,,,,,,,,,,,,2,,,5,4,1,2,1,,,,,,,,,,,,,,,,,,,,,7,4,1,,,3,,1,1,,,,,,,,,,,,,,,3,2,3,1,4,,,10,,,,,,,,,,,,,,,,,1,1,3,2,,,1,,,,,1,,1,3,2,,,,,,,,,,,1,,,,,,,3,2,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,1,1,4,,3,1,2,,,,,,,1,8,,3,1,5,,1,,,,,1,,,,6,,,,1,1,,,,,2,2,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,3,3,,,,,,1,8,,2,6,7,4,,,,,,,,,,,,,,2,6,5,6,,2,2,,9,,,,,,,,,,,,,1,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,,2,,3,2,,,,,2,2,2,,,1,,,,,,,,1,,,1,,1,,,1,,2,,4,,,,,,,,,,,,,,,3,,2,,,,,,,,5,,9,2,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,2,3,,1,,1,,,,,,,1,,,,,,,,1,,
66.49887,4,,,,,,4,6,1,4,1,,,,,,,,,,,,,,,,,4,,1,,7,,,3,,4,8,,,,,,,,,,,,,,,,,,,,,3,,1,,,,2,,3,,,,,,,,,1,4,,,,,3,,,,,,,,,,,,,,,,,,,2,,,3,3,1,2,1,,,,,,,,,,,,,,,,,,,,,4,4,1,,,3,,1,1,,,,,,,,,,,,,,,2,2,3,1,4,,,4,,,,,,,,,,,,,,,,,1,1,4,2,,,1,,,,,1,,1,3,2,,,,,,,,,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,2,,3,1,1,,,,,,,1,5,,3,1,5,,1,,,,,1,,,,6,,,,1,1,,,,,2,2,,,,2,1,,3,,,,,,,,,,,,,,,,2,2,3,3,,,,,,1,12,,2,9,6,4,,,,,,,,,,,,,,2,8,6,7,,2,2,,8,,,,,,,,,,,,,1,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,,2,,3,2,,,,,2,2,2,,,1,,,,,,,,3,,,1,,1,,,1,,2,,4,,,,,,,,,,,,,,,4,,3,,,,,,,,5,,9,2,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,2,3,,1,,1,,,,,,,1,,,,,,,,1,,
66.80961,4,,,,,,4,4,1,4,1,,,,,,,,,,,,,,,,,6,,1,,7,,,3,,4,10,,,,,,,,,,,,,,,,,,,,,3,,1,,,,2,,3,,,,,,,,,1,4,,,,,3,,,,,,,,,,,,,,,,,,,2,,,3,3,1,2,1,,,,,,,,,,,,,,,,,,,,,4,3,1,,,3,,1,1,,,,,,,,,,,,,,,1,2,3,1,4,,,3,,,,,,,,,,,,,,,,,1,1,4,2,,,1,,,,,1,,1,2,2,,,,,,,,,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,1,,3,1,1,,,,,,,2,6,,3,1,5,,1,,,,,1,,,,6,,,,1,1,,,,,2,2,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,3,3,,,,,,1,8,,2,7,6,4,,,,,,,,,,,,,,2,8,5,12,,3,2,,8,,,,,,,,,,,,,1,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,,2,,4,2,,,,,2,2,2,,,1,,,,,,,,0,,,1,,1,,,1,,1,,4,,,,,,,,,,,,,,,4,,3,,,,,,,,4,,11,2,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,2,3,,1,,1,,,,,,,1,,,,,,,,1,,
67.12035,3,,,,,,4,4,1,4,1,,,,,,,,,,,,,,,,,4,,1,,7,,,3,,4,9,,,,,,,,,,,,,,,,,,,,,3,,1,,,,2,,4,,,,,,,,,1,4,,,,,2,,,,,,,,,,,,,,,,,,,2,,,3,2,1,2,1,,,,,,,,,,,,,,,,,,,,,4,3,1,,,2,,1,1,,,,,,,,,,,,,,,1,2,3,1,5,,,4,,,,,,,,,,,,,,,,,,1,4,2,,,1,,,,,1,,1,2,2,,,,,,,,,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,2,,3,1,1,,,,,,,2,4,,3,1,5,,1,,,,,1,,,,6,,,,1,2,,,,,2,2,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,3,3,,,,,,1,8,,2,7,6,5,,,,,,,,,,,,,,2,9,8,10,,0,3,,5,,,,,,,,,,,,,1,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,,2,,4,2,,,,,2,3,2,,,1,,,,,,,,1,,,1,,1,,,1,,1,,6,,,,,,,,,,,,,,,2,,3,,,,,,,,2,,11,2,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,2,3,,1,,1,,,,,,,1,,,,,,,,1,,
67.43109,4,,,,,,4,3,1,4,1,,,,,,,,,,,,,,,,,4,,1,,7,,,3,,4,9,,,,,,,,,,,,,,,,,,,,,3,,1,,,,2,,4,,,,,,,,,1,3,,,,,2,,,,,,,,,,,,,,,,,,,2,,,3,2,1,3,1,,,,,,,,,,,,,,,,,,,,,4,3,1,,,2,,1,1,,,,,,,,,,,,,,,1,2,1,1,4,,,4,,,,,,,,,,,,,,,,,,1,5,2,,,1,,,,,1,,1,3,2,,,,,,,,,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,2,,3,1,1,,,,,,,2,4,,4,1,5,,1,,,,,1,,,,7,,,,1,2,,,,,2,2,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,3,3,,,,,,1,7,,2,6,6,5,,,,,,,,,,,,,,0,11,9,9,,1,3,,5,,,,,,,,,,,,,1,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,,2,,4,2,,,,,2,3,2,,,1,,,,,,,,1,,,1,,1,,,1,,2,,4,,,,,,,,,,,,,,,3,,3,,,,,,,,2,,9,2,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,2,3,,,,1,,,,,,,3,,,,,,,,1,,
67.74184,3,,,,,,5,3,1,4,1,,,,,,,,,,,,,,,,,4,,1,,8,,,3,,4,9,,,,,,,,,,,,,,,,,,,,,5,,1,,,,2,,4,,,,,,,,,1,3,,,,,2,,,,,,,,,,,,,,,,,,,2,,,3,2,1,3,1,,,,,,,,,,,,,,,,,,,,,3,3,1,,,2,,1,1,,,,,,,,,,,,,,,1,2,1,1,4,,,4,,,,,,,,,,,,,,,,,,1,3,2,,,1,,,,,1,,1,3,2,,,,,,,,,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,2,,3,1,3,,,,,,,2,6,,4,1,6,,1,,,,,1,,,,5,,,,1,2,,,,,1,2,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,3,3,,,,,,1,7,,2,6,6,5,,,,,,,,,,,,,,1,7,7,7,,1,3,,5,,,,,,,,,,,,,1,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,1,,2,,4,2,,,,,2,2,2,,,1,,,,,,,,1,,,1,,1,,,1,,2,,4,,,,,,,,,,,,,,,3,,2,,,,,,,,2,,12,2,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,1,3,,,,1,,,,,,,9,,,,,,,,1,,
68.05258,2,,,,,,5,3,1,4,1,,,,,,,,,,,,,,,,,4,,1,,8,,,3,,4,9,,,,,,,,,,,,,,,,,,,,,3,,1,,,,2,,6,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,3,,,3,2,1,3,1,,,,,,,,,,,,,,,,,,,,,3,3,1,,,2,,1,1,,,,,,,,,,,,,,,,3,1,1,4,,,4,,,,,,,,,,,,,,,,,,1,3,2,,,1,,,,,1,,1,2,2,,,,,,,,,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,1,2,,3,1,2,,,,,,,2,5,,5,1,6,,1,,,,,1,,,,5,,,,1,2,,,,,1,2,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,3,3,,,,,,1,7,,2,6,5,5,,,,,,,,,,,,,,1,10,7,8,,1,3,,4,,,,,,,,,,,,,1,,,,,,,,,,2,3,,3,,,,,,,,,,,,,,1,,2,,4,2,,,,,2,2,2,,,1,,,,,,,,1,,,1,,1,,,1,,,,5,,,,,,,,,,,,,,,2,,2,,,,,,,,2,,9,1,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,,,,3,,,,,,,,1,,
